,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
62,mani,though,confisc,purchas,law,stock,danger,shooter,pe…,print,21,l…,drug,gruff,sanctiti,plain,fox59,jump,militia,wellregul,doctor,prevent,kennylinafp,requir,not…,— 3,— saturday,often,incid,sooo,charliekirk11,jonathannauburn,bump,convict,ideas…,agressor,defend,inalien,kid,shot,weinsteinlaw,bibl,wont,die,politicalemilia,pleas,votethemout,domest,stop,realdonaldtrump
63,chao,trail,miseri,donald,think,with…,pud,chocol,liar,unfortun,hypocrit,america,"charge

your",anti,farm,lost…,georgia,sung,7th…,mn,12year,unless,statesanct,reproduct,seriou,abl,end,mass,retweet,problem,almost,common,sens,youv,dan55645,phatand,gosh,forc,tradingpenni,republican,violenc,week,yeah,shoot,least,nraisaterroristorgan,guncontrolnow,address,thank,
64,unrespons,sympath,chicago,davidhogg111,get,promis,mikep,america,say…,shoot,famili,lost,elonmusk,ryancaldbeck,tesla,1voiceform,state,obama,offic,start,protest,school,domest,emot,live,mn,listen,abc13houston,houston,kill,unaccept,neveragain,domesticviol,gunviol,summit,"
voteblue2018",nraisaterroristorgan,moron,real,coffe,standard,truth,enough,sens,,bullst,voteroudaca48,"everyvotematters
yourvotematters
defenddemocracy
voteharley",gt,lmao
65,show,phatand,dan55645,blame,sweden,gang,politiciansw,politician,violen…,unbelievablewher,wont,suicid,resist,indianapoli,,fake,stop,domest,doctor,defend,countri,engag,❤️❤️❤️candid,donald,grow,senseless,sleazi,novemb,candid,rohrabach,enough,sadli,listen,hypocrit,bodi,traitorgop,traitortrump,traitor,conserv,vote,take,broke,nra,dangerousbill,realdonaldtrump,maga,pray,"ca48
voteharley",promis,davidhogg111
66,address,situat,weinsteinlaw,ignor,nra,ga,soul,loo…,th,awar,stare,innoc,strict,voter,flotu,california,shot,america,georgia,besid,georgiado,end,bullet,law,promis,meet,thing,vp,disgust,kill,point,vote,vetsresist,vetsresistsquadron,control,wouldwouldnt,gun,trump,soundli,rememb,staceyabram,victim,gop,domest,harleyrouda,,thisisnotnorm,👇👇👇👇👇👇,sensenow,kathydippolito
67,ah,futur,violenc,parad,vet,gang,ralli,shot,also,american,🤣you,shiat,exactli,danarohrabach,domest,impact,piperperabo,reduc,immigr,law,afraid,"blue
let",democraci,parent,anytim,worri,he,protect,danger,knew,outrag,sad,chicago,stop,"

it",student,lyingliar,state,shoot,nation,someth,america,gun,nra,,impeachtrumpnow,yup,stopdomest,bluewav,wow
68,"
tri",school,kimberli,vaughan,spread,weinsteinlaw,kill,dieas,violent,dude,shooter,trap,gu…,endors,promis,lost,laugh,realdonaldtrump,outrag,stand,noth,davidhogg111,condit,murder,donat,victim,protect,box,system,speak,nra,voteoutnrawhor,guncontrolnow,shoot,opd,wife,america,a…,dumbest,staceyabram,chicago,hous,ye,everi,supportstud,voteblue2018,swain66,🤬🤬,vote,probabl
69,trump’,except,harm,empti,davidhogg111,besha,access,dloesch,paige42canada,wayinher,3d,without,control,silverlak,regul,cant,kieferedward,prevent,‘domest,replac,shhhhhhhhhhhhhh,weinsteinlaw,endors,music,elect,,america,stop,law,stat,futur,that’,domest,support,shot,children,someth,propaganda,nra,gun,wtf,sens,cours,yike,👇👇👇🚨,horror,staceyabram,votedemocrat,hcomb,👇👇👇👇👇👇👇
70,arm,"
it",underneath,ocstudents4cc,arimelb,attent,houston,skullmand,fu,cking,votethemout2018,ass,describ,gop,law,reduc,slate,georgia,old,noth,attempt,year,nonramoney,neveragain,violenc,hassl,plane,domest,someth,david,❤💙💚💛💜,oval,mikep,,davidhogg111,gun,wow,brianschatz,mattxr,unaccept,affin,gunreformnow,smh🤦🏾‍♂️,"gunsense
gunreform
guncontrolnow",insan,truth,adamparkhomenko,ridicul,guncontrol,nra
71,‘domest,god,pollackhunt,wafflewedgi,ban,tone,pig,mrskatsopoli,asshol,davidhogg111,wouldnt,realiti,abus,worri,ladi,math,fail,student,thing,hap…,tear,brinjal,law,polic,clydesdales10x3,jpuopolo,aren’t,trump,violenceagainstwomen,mental,gapol,telephonenut,kaitmarieox,staceyabram,studi,piersmorgan,real,domest,“i,violenc,nra,,attack,shut,import,trumpsamerica,thewrongjedl,rememb,realdonaldtrump,weinsteinlaw
72,endors,hous,statist,ppl,seriou,polic,gofundm,promot,someon,casual,brutal,slate,mass,fam,offend,bad,unless,almost,realiz,senseless,law,"
fucktrump",mouth,fail,domest,idea,,anoth,america,shooter,liar,chief,like,lie,gun,shot,stop,infatu,shoot,could,breath,shut,nra,countri,victim,thank,liarinchief,bullshit,norighttokil,integr
73,jwheels74,indi,heartbreak,event,"

thi",amirtalai,lander,clydesdales10x3,pdbadger,literatur,misunderstand,moral,everyday,correct,john,doe,high,america,deal,dc,gop,sickeningmor,🤬🤬🤬,march,research,wound,way…,turn,davidhogg111,district,handl,reprehens,disgust,18,weinsteinlaw,,gun,realdonaldtrump,toll,senseless,yashar,nra,violenc,shame,precis,👇🏻,trumpshumangarbag,happening😱,fact,vote
74,ihussey3,charliekirk11,patna,hatin,kid,dealer,proabort,bob42156,olgakhazan,domest,solut,community…,neighborhood,violenc,gang,owner,yesterday,articl,problem,context,nation,control,countri,moveon…,collabor,safe,chicago,viol…,kill,eye,omgwil,realdonaldtrump,advoc,reform,commit,pleas,polic,"list

",shoot,guntalk,accid,women,believ,gun,stop,nra,ye,harley,fixit,sitholocron
75,momsdemand,protect,extrem,seriou,cop,senseless,canada,slaug…,tori,sensibl,solut,epidem,vp,hour…,arm,anoth,gun viol,city’,violenc,also,vi…,cannot,can’…,succumb,love,women,victim,rucku,american,jonathanvswan,nra,polit,mrdane1982,nooooo,ommgggg,👇🏻👇🏿👇🏼👇🏾👇🏽,inappropri,sjw,law,,domest,davidhogg111,tutticontenti,gun,unavail,thank,toxicmasculin,oc,wth,thisisamerica
76,control,buy,respons,apolog,hold,articl,thispaul,helmsinki,“mental,unst…,reduc,kid,countri,care,violenc,xoxo,momsdemand,citi,cop,abus,ralli,mass,domest,yup,swell,organ,second,chicago,davidhogg111,cousin,sooooth,fox59,necessari,amount,prevent,nra,ever,,lost,amjoyshow,amarch4ourl,american,gun,handl,foolish,death,flotu,trumpli,heartbreak,gunreformnow
77,ten,obtain,clear,🤷‍♀️,debunktheleft,toronto,tonight…,prevent,gop,premiosjuventud,there,tireles…,divid,kaitmarieox,crimin,gu…,surpris,not…,rip,niggaz,domest,disqualifi,say,henrygunn,crime,giancarloqui1,argument,word,million,gang,victim,merica,ladi,truli,zackbornstein,law,ownership,bought,own,debat,control,gun,davidhogg111,outrag,nra,iq45,guncontrolnow,frak,enough,end
78,yashar,gener,fire,ear,2nd,crime,contribut,ugochiforev,oaklandmagpi,cvshealth,mhmmmm,church,live,liber,admir,on…,meli,gun,noth,anymor,gaagee0406,gavlar,👍👍👍,drug,vibrant,methuen,black,memori,anybodi,victim,action,resid,topoli,davidhogg111,,part,address,commun,prayforfallon,sencortezmasto,mv,dloesch,rowlandjordyn,displace15,senseless,cours,rhonda,roboskesk,flipthe48th,releasethetrumptap
79,denisegriewisch,histori,neveragain,votethemout,gang,state,fail,hasn’t,big,dumb,lie,gopiscomplicit,trumpknew,nrsisaterriostorgan,heartbreak,endors,danforth,didnt,breaking911,done,mass,sweetlyphan,prayer,health,,ban,shoot,unsettl,hurt,parkland,america,approach,gunsensevot,enoughisenough,control,yeee,yeeee,victim,citi,close,support,davidhogg111,drive,videogam,what,nra,toronto,dishonor,solut,gun
80,jesu,danforth,cp24,sound,christ,racist,road,oh,never,,innoc,1800222tip,safe,hand…,control,shot,you’r,bearprotectusnotur,dude,holi,johntori,wow,aw,victim,smh,bro,omfg,afuckingmen,amarcitynew,rodrigobravo9,gunshotsdanforth,richardsyrett,horribl,anthonys32,marchforourl,terribl,end,omg,dloesch,hell,stop,perspect,sicken,terrifi,mikep,scari,torontoshoot,citi,gun,toronto
81,ctv,matteroffacttv,sis👏🏽,miltonbm,soledadobrien,shame,recent,scari,sencortezmasto,hope,zero,s…,unconscion,stay,peopl,increas,victim,sad,end,danforthshoot,ridicul,soo,ap,tristeza,danforth,johntori,gang,prayer,fordnat,chefwearsskirt,fxcked,alichiasson,aninav,lookner,nragat,😳😢,damn,oh,terribl,happen,go,safe,canada,control,,gun,crazi,citi,stop,toronto
82,hand,kind,"
thi",tw,shoot,cnn,trumptreasonsummit,goptaxscam,everyon,lose,stilez,amount,aw,victim,cdnpoli,strongtoronto,kill,heavi,school,shreveport,advoc,innoc,lapdog,senseless,crazi,moron,honestli,toddler,exist,danforthstrong,buffywick,torontopolic,america,chevi,us,toronto’,fordnat,omg,speak,canada,yike,micdrop,citi,gun,wtf,prayer,mass,stop,much,toronto
83,furiou,hypocrit,we…,s…,drug,b…,justintrudeau,zawackijennif,said,problem,but…,word,exist,hatr,yup,redlianak,"thanks



",davidhogg111,safe,due,danigray,america,particularli,region,afghanistan,condol,politician,area,gang,mishacollin,greektown,near,aunt,victim,johntori,shoot,closern,divers,strength,thebestclos,,cp24,happen,gun,🤷🏽‍♂️,canada,multicultur,adelfanti,damn,toronto
84,tightknit,greektown,citizen,invas,canada”,“i,ago,“thank,us”,groceri,tj,we…,combat,technolog,facial,matter,young,fathom,emperorama1,hypocrisi,later,condemn,us,word,enough,victim,doesn’t,nigga,neighbor,advic,lead,shoot,togeth,paralyz,thought,shooter,threat,spread,rampant,theyloveme❤️❤️❤️❤️❤️❤️,davidhogg111,suppos,unfortun,control,registr,confisc,gun,canada,toronto,
85,solv,cure,sectarian,identifi,demographic…,low,curb,sarcast,real,problem,surg,heart,countri,butterfli,contradict,fragil,combat,facial,america,testament,nyhcinaz,foxnew,polic,chicago,student,e…,noth,shot,sencortezmasto,sunday,stop,tackl,us,♥️,violenc,16,gun,stand,hairbrain,scheme,actual,compar,danforth,cnn,itskarliwood,biggest,тварь,blm,いつも自転車で通ってる道なんだけど。。。家から1キロしか離れてない場所で銃乱射事件。。。トロントどうした,toronto
86,compani,censor,solv,"emojis

",restrict,david4florida,comprehens,measur,american,summer,add,china,woe,immedi,polic,will,reach…,"“enough”

jfcwe’v",shot,rise,welcom,wont,the…,prevent,govern,o…,countri,emoji,without,shoot,16,gang,sad,sunday,support,torontostrong,"

toronto",hayleykiyoko,,boxcutt,truck,domest,there,gun,damn,flipthe48th,torontoshoot,unaccept,toronto,prayer
87,news,threaten,assault,thetrumptrain,liber,violent,heartbreak,haven’t,danforth,omfg,tonn,earn,illinoi,fellowship,chief,"get
it",guncontrolnow,prayer,fredguttenberg,416tpsunit,ryepolisciguy,polic,live,action,week…,theperezhilton,seen,yet,johntori,eh,torontoshoot,dloesch,torontopolic,shut,630,canadian,ass,🙏🙏,citi,shoot,control,fuck,caus,canada,jarpad,gun,got,end,😔😔😔,toronto
88,america,torontopolic,pussif,male,justintrudeau,wtf,city😪,traffick,gang,hahahahaha,hatr,dumbass,gop,sencortezmasto,control,wake,govern,critic,night,canadian,nra,untest,that’,curb,neighbourhood,johntori,wylin😳😳,kawhi,support,fordnat,victim,happen,crazi,shoot,smilenwaven,chicago,sueannlevi,canada,danforth,citi,nerf,gun,agre,😂😂😂😂😂,buckleup👊😎👊mondaymotiv,report,problem,sad,,toronto
89,itsokaytobeangrywhen,four,lauraloom,"

holi",illeg,immigr,feed,justintrudeau,prayer,unfortun,comparison,problem,stand,conserv,heart,nrlc,canadian,noth,money,put,increas,quit,nonsens,chicago,guilti,speak,nra,moron,gunreformnow,victim,citi,end,tw,control,24,❤️,danforth,agre,canada,south,unbeliev,stop👏associating👏gun👏violence👏with👏mental👏il,🙏🏾,votethemallout,👏👏👏,drsforamerica,gun,,stop,toronto
90,safe,address,scare,apolog,universalhub,fail,actual,happen,becom,in…,hurt,steveperrault,"

if",chicago,pass,,alon,yesssssss,anymor,baruchelndg,don’t,increas,less,reup,♥️,histori,say,plan,domest,victim,torontostrong,gun,american,law,heart,canada,louder,prayer,danforth,shoot,florida,problem,"
work",scari,citi,scum,fuckthenra,amen,agre,toronto
91,crimin,earli,💞💞,issu,solut,wasnt,black,tool,may,fordnat,blame,year,would,polic,gunitmik,john,legal,voterregistr,election2018,act,street,justintrudeau,torontosmayor,gun,chicago,uncletizzi,fight,markwahlberg,kelli,innoc,i’v,nra,law,mention,bizarr,canada,torontostrong,shoot,ye,mani,scari,inescadena1,mobti,enoughisenough,🤣🤣🤣🤣🤣,citi,inde,horribl,,toronto
92,lost,justintrudeau,terrorist,blame,andrewsch,victim,terrorism…,action,tackl,gangster,ah,weapon,what⁉️,white,thispaul,onpoli,politician,traitortrump,treasonousgop,💙🌊👍,drummer,end,danforth,polit,live,carri,nra,law,quickli,mofo,speak,canada,prayfortoronto,intak,societi,torontostrong,cost,ford,collat,,lmao,citi,shoot,1059newsroom,ok,inde,gun,vote,import,toronto
93,justintrudeau,mark,everywher,crazi,survivor,prayer,buy,last,patnotpart,trauma,defeat,donald,asiameoww,bare,git,"
bluewave2018",mah,whenweallvot,whoop,stop,ibeliev,torontostrong,impact,meanwhil,👏👏👏,perfectli,damn,silenc,statement,,senseless,👏🏽👏🏽👏🏽,danforth,gang,here😢,dumb,canada,👍👍👏👏👊💥❗️,neverincanada,bdomenech,cancivlib,‼️,discuss,promot,toronto,shoot,conclud,citi,davidhogg111,gun
94,method,ya’ll,bradybuzz,chicago,discuss,sadden,mass,futur,famili,mental,w…,brainwash,dummies…,purs,cookout,address,kind,parad,intersect,cp24,the…,talk,counterproduct,mean,emot,cancel,polic,prevent,,wtf,citi,stop,racism,congresswoman,justintrudeau,wasn’t,law,control,statement,rebeccasaah,canada,yo,nogunzonephilli,cameronkaski,cravoley,👍👍💯✔️❗️😍,gun,fredguttenberg,davidhogg111,toronto
95,terror,and…,law,concern,wan…,fantasi,help,rise,studygtgtgt,youth,polic,😒😒😒,mental,evil,justintrudeau,illeg,sing,theyr,behavior,canada,senfeinstein,notarusski,crimin,shoot,control,victim,shooter,commun,english,im,prayer,countri,increas,davidhogg111,naw,shouldv,could,,extrem,citi,gun,reduc,someth,dotorontostrong,🙏🇨🇦🙏,😂😂😂😂,guncontrolnow,readyc,nra,toronto
96,violenc,parkland,nsxoxoii,coolcatlovesy,american,pray,nowaday,spread,sad,rees,crimin,homicid,nra,fault,pm,you’r,blame,muslim,shooter🤔,bradybuzz,gang,prayer,depress,thing,law,neighbourhood,tragedyhard,black,writer,patrickdevaney,polic,danforthstrong,canada,chicago,senfeinstein,trueli,ban,liar,white,fil,relat,alyssamilano,shoot,,major,word,gun,cdnpoli,enoughisenough,toronto
97,background,pleas,cours,nation,heartproblem,gunproblem,genesi,violent,muc…,die,address,torontoshoot,hand,bring,miller,danger,tast,justintrudeau,fordnat,johntori,marcorubio,votelikeyoumeanit,stopnracult,doung,,violenc,politician,youth,canadian,gang,condon,kittensaurex,held,nra,amer,law,citi,affect,gun,rise,road,canada,tragic,stoptheb,onpoli,💔💔💔💔💔💔💔,control,guncontrolnow,sad,toronto
98,articl,usa,citi,gang,protect,panick,fact,angewrig,angela,children,sadli,erad,import,done,safe,control,lysistrata,extrem,nra,mlive,happening—not,,"
forgot",soz,heartbreak,sayin,america,inaccur,violenc,shoot,wave,domest,regular,goof,worri,handl,3788mg,chicago,davidhogg111,slt,york,canada,kawhi,ap,liber,gun,go,thatsmysen,toronto,word
99,who’,prayer,3d,gun,news,gang,person,heart,illeg,neighbourhood,canadian,futur,owner,niawilson,mass,liber,firearm,canada,ap,whiter,photoshop,chicago,must,blame,end,heauxshi,wet,van,prevent,violenc,bigot,divers,racism,mental,arm,suffer,that’,citi,answer,enough,broken,law,nra,hogg,sad,voteblu,🚫andrewsch,heartbreak,toronto,davidhogg111
100,grow,registri,complicit,includ,doesn’t,problem,david,traumat,wealth,fefaromano,children,death,chicago,victim,danforth,shanewi89137613,shithol,push,act,said,to…,fear,violenc,die,comment,niawilson,💔💔,vote,nrlc,law,republican,canada,help,nra,stand,gun,control,well,wow,citi,true,sthlibertarian,votethemout,paulafletcher36,preach,endgunviol,fordnat,davidhogg111,laura,toronto
101,wont,commit,leafknowitall64,actual…,fact,shooting”,lmaooooooo,philli,everytown,donat,cp24,nra,neighbourhood,azsenategop,nationalpost,educ,doesn’t,upset,danforthshoot,kess2000,"exactly
terror",foot,cw,carri,"
tinaformn","
trudeaumustresign","worstpmever
trudeaugrop",imwithtina,chicago,snort,senseless,ignor,littl,freakin,terrorist,shoot,relat,wonder,death,gun,,action,nutjob,law,tragic,hogg,toronto,davidhogg111,kavanaughscotu,lauraloom
102,island,maga,child,dont,doesnt,siekensou77,explos,templetontjon,preval,mondaymotiv,youth,glorifi,control,muslim,problem,anti,mental,rondarousey,shootin,nightmar,scheer,shoot,commun,senseless,,caribana,victim,ye,men,promot,affect,nra,💚🇨🇦,law,terrorist,boundari,cityminneapoli,toronto,cananda,sheboygandem,canada,exactli,happen,guncontrolnow,justice4nia,endgunviol,gun,matter,great,davidhogg111
103,inspire…,programsfund,reli,doesnt,danforthattack,onpoli,"say
topoli",yet,well,mental,wave,almost,advoc,ilk,count,davidhogg111,london,there’,ive,meet,compatriot,fanci,grow,grappl,kill,nervou,anywher,domest,student,man,reason,"is

no","shots

end",shoot,law,rid,mani,agre,countri,moron,suggest,women,canada,heartbreak,nra,gun,👇👇👇,votenoforjohntori,sad,toronto
104,mastertomthedom,compton,cut,land,meanwhil,brad,mayor,narr,voiceoffranki,state,grew,peopl,grappl,india,stop,gregbaggio,children,cbctoronto,epidem,nra,david,agre,hobbs4ut2,hear,cultur,thrill,condol,control,hogg,danforthstrong,momsdemand,gun,the…,davidhogg111,sick,torontostrong,,true,shoot,cunt,tweet,satir,buy,yessssssssssssss,bulletholecontrol,"realdonaldtrump
senatemajldr
speakerryan
gopleader
lindseygrahamsc
chuckgrassley
marcorubio
tedcruz…",pleas,end,toronto,vote
105,lethal,prayer,elizabethmcgraw,twittermo,tallpaultp,ignor,crime,someth,b…,world,left,cultur,disarm,leftist,profit,jessemccartney,violent,polic,violenc,s…,increas,karishma19xx,romantic,ha,cnn,reason,law,stronger,spray,roach,citi,kill,shoot,question,nra,month,stop,presid,danforth,may,deepli,sadden,rip,gun,davidhogg111,true,amen,mrbyun,control,toronto
106,ware,control,mondaymotiv,votethemout…,largest,rise,succe,terror,fordnat,act,health,america,law,sad,jocmb,t…,nbcnew,read,attack,snotnos,prevent,nearli,chicago,danger,democrat,crime,increas,rate,violenc,care,nra,kid,visual,represent,reach,shot,justintrudeau,mental,⬇⬇,oklet,fiverr,18join,protest,⬇⬇thi,gun,toronto,thread,thanksdrak,yep,foxnew
107,jenniferswayj,coward,terror,"violence

rad",fordnat,ignor,wake,deadli,rampag,iraq,separ,judgejeanin,their…,state,disgust,werent,prevent,davidhogg111,peac,crazi,protest,our…,blisstabitha,attempt,nearlyeverysinglelaw,meaningless,liter,place,punish,govhowarddean,stop,polit,knife…,lauraloom,deter,children,mass,american,idiot,danforth,chicago,rucku,huge,nightmar,classroom,law,gun,toronto,shoot,victim
108,threaten,foolish,explain,secretservic,techniqu,touc…,“i’ll,defens,black,die,less…,stricter,de…,propaganda,anti,lie,kellycanuckto,street,refresh,meanwhileincana,lofti,mic,meanwhile…,go,soul,ban,peo…,response…,victim,boycott,break,33000,change…,creat,shoot,toronto,canada,law,requir,90,domest,other,comment,,that’,davidhogg111,convers,american,gun,hoggtir
109,v…,"is

shots
shots
click
cash",dougfordn,wo…,billblair,mayorjohnto,justintrudeau,marksaunderstp,ramsay,whose,madco,floresjarod,darwinbondgraha,there,an…,thoughts…,all”,proper,black,yall,seemsw,deplorablewhi,report,innoc,countri,33000,creat,mayb,educ,issu,rule,kaystak,yall…,pro,omg,war,cnn,rip,vestig,turn,citi,american,kind,difficult,rid,toronto,shoot,solut,scari,トロントで起きたのは銃による暴力の問題ではない。カナダには厳しい銃規制があります。トロントで起きたのはジハードです。
110,trudeau,ford,⚡️,shatter,“scour,peac,privat,counti,lead,law,foist,exist,ive…,cbcian,exactli,mani,commit,withw,immigr,excus,control…,blame,oh,explain,issu,manipul,markismark,jayjaysweetsz,kelli,longer,can…,kind,o…,realdonaldtrump,shoot,victim,2016,abil,torontosmayor,terror,repres,bill,gun,grappl,grow,toronto,citi,,away,end
